<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
SBER;60;30/08/23;220000;265.0900000;347030
SBER;60;30/08/23;230000;264.7200000;335360
SBER;60;31/08/23;000000;264.7000000;836680
SBER;60;31/08/23;110000;266.0900000;5071840
SBER;60;31/08/23;120000;265.7300000;2854100
SBER;60;31/08/23;130000;265.5700000;2308500
SBER;60;31/08/23;140000;265.2000000;1927750
SBER;60;31/08/23;150000;265.6700000;1828440
SBER;60;31/08/23;160000;265.2800000;1323210
SBER;60;31/08/23;170000;264.7200000;2873450
SBER;60;31/08/23;180000;265.0300000;1145920
SBER;60;31/08/23;190000;265.4000000;1279470
SBER;60;31/08/23;200000;264.7800000;400320
SBER;60;31/08/23;210000;264.9500000;241170
SBER;60;31/08/23;220000;264.9200000;372390
SBER;60;31/08/23;230000;264.9100000;476450
SBER;60;01/09/23;000000;264.8500000;454020
SBER;60;01/09/23;110000;265.0900000;2897890
SBER;60;01/09/23;120000;264.4900000;3590070
SBER;60;01/09/23;130000;264.8100000;1315810
SBER;60;01/09/23;140000;264.7900000;1089930
SBER;60;01/09/23;150000;264.5200000;1188180
SBER;60;01/09/23;160000;264.3900000;1389960
SBER;60;01/09/23;170000;264.2100000;1719550
SBER;60;01/09/23;180000;264.5800000;1523320
SBER;60;01/09/23;190000;265.0000000;1654740
SBER;60;01/09/23;200000;264.7900000;591630
SBER;60;01/09/23;210000;264.6700000;362550
SBER;60;01/09/23;220000;264.7600000;425340
SBER;60;01/09/23;230000;264.9700000;458160
SBER;60;02/09/23;000000;265.0000000;1041370
SBER;60;04/09/23;110000;266.4000000;8017240
SBER;60;04/09/23;120000;266.5900000;2662940
SBER;60;04/09/23;130000;268.4400000;12493360
SBER;60;04/09/23;140000;268.5500000;3355380
SBER;60;04/09/23;150000;268.1700000;3124810
SBER;60;04/09/23;160000;267.1500000;4133710
SBER;60;04/09/23;170000;267.2900000;2576980
SBER;60;04/09/23;180000;267.1900000;5764020
SBER;60;04/09/23;190000;267.1700000;1597320
SBER;60;04/09/23;200000;267.0500000;1613150
SBER;60;04/09/23;210000;267.2300000;523940
SBER;60;04/09/23;220000;267.3900000;469770
SBER;60;04/09/23;230000;267.4000000;754570
SBER;60;05/09/23;000000;267.3900000;846520
SBER;60;05/09/23;110000;267.0400000;4897890
SBER;60;05/09/23;120000;267.1000000;1861930
SBER;60;05/09/23;130000;265.6000000;8612590
SBER;60;05/09/23;140000;266.1900000;3685450
SBER;60;05/09/23;150000;266.0100000;1383450
SBER;60;05/09/23;160000;266.4700000;1253790
SBER;60;05/09/23;170000;266.7800000;1386880
SBER;60;05/09/23;180000;266.0700000;1592420
SBER;60;05/09/23;190000;265.5100000;1127910
SBER;60;05/09/23;200000;264.8700000;10190290
SBER;60;05/09/23;210000;264.3500000;1651260
SBER;60;05/09/23;220000;264.7400000;708710
SBER;60;05/09/23;230000;264.9100000;585650
SBER;60;06/09/23;000000;264.7500000;704700
SBER;60;06/09/23;110000;263.2500000;8761450
SBER;60;06/09/23;120000;263.6100000;2816030
SBER;60;06/09/23;130000;263.9700000;1662400
SBER;60;06/09/23;140000;263.2300000;2847860
SBER;60;06/09/23;150000;262.4300000;3125430
SBER;60;06/09/23;160000;262.7700000;1799900
SBER;60;06/09/23;170000;263.5900000;2001770
SBER;60;06/09/23;180000;263.8800000;1281870
SBER;60;06/09/23;190000;263.5000000;1602600
SBER;60;06/09/23;200000;263.7700000;623230
SBER;60;06/09/23;210000;264.0200000;814630
SBER;60;06/09/23;220000;263.8000000;296680
SBER;60;06/09/23;230000;263.6800000;250870
SBER;60;07/09/23;000000;263.5000000;359370
SBER;60;07/09/23;110000;264.0600000;3841830
SBER;60;07/09/23;120000;263.6800000;2835130
SBER;60;07/09/23;130000;263.2800000;2700280
SBER;60;07/09/23;140000;261.0600000;10016640
SBER;60;07/09/23;150000;260.0800000;13715980
SBER;60;07/09/23;160000;259.1800000;3401620
SBER;60;07/09/23;170000;258.8500000;7341050
SBER;60;07/09/23;180000;256.8500000;12713840
SBER;60;07/09/23;190000;257.9000000;4521020
SBER;60;07/09/23;200000;258.0400000;2199630
SBER;60;07/09/23;210000;257.9900000;889000
SBER;60;07/09/23;220000;258.9800000;1928560
SBER;60;07/09/23;230000;259.0100000;891090
SBER;60;08/09/23;000000;258.7900000;612900
SBER;60;08/09/23;110000;255.7500000;14701960
SBER;60;08/09/23;120000;256.5300000;12511880
SBER;60;08/09/23;130000;255.6500000;3795570
SBER;60;08/09/23;140000;256.3800000;2582130
SBER;60;08/09/23;150000;256.9800000;3005170
SBER;60;08/09/23;160000;257.0700000;3676800
SBER;60;08/09/23;170000;256.5400000;2008640
SBER;60;08/09/23;180000;256.8500000;1217430
SBER;60;08/09/23;190000;256.4500000;1679330
SBER;60;08/09/23;200000;256.3300000;786610
SBER;60;08/09/23;210000;256.3300000;600620
SBER;60;08/09/23;220000;255.6800000;1047780
SBER;60;08/09/23;230000;256.1500000;941910
SBER;60;09/09/23;000000;255.6800000;899510
SBER;60;11/09/23;110000;257.7900000;11847200
SBER;60;11/09/23;120000;257.0600000;3766170
SBER;60;11/09/23;130000;256.9100000;4075690
SBER;60;11/09/23;140000;257.1600000;4648350
SBER;60;11/09/23;150000;256.7500000;3237880
SBER;60;11/09/23;160000;256.3000000;1979670
SBER;60;11/09/23;170000;257.5400000;3099770
SBER;60;11/09/23;180000;256.3600000;2320860
SBER;60;11/09/23;190000;256.2700000;1516460
SBER;60;11/09/23;200000;256.6000000;732430
SBER;60;11/09/23;210000;256.4300000;1111000
SBER;60;11/09/23;220000;256.1700000;806860
SBER;60;11/09/23;230000;255.7900000;3002310
SBER;60;12/09/23;000000;256.2500000;897650
SBER;60;12/09/23;110000;259.8500000;12351610
SBER;60;12/09/23;120000;260.5500000;6347730
SBER;60;12/09/23;130000;259.6200000;3607700
SBER;60;12/09/23;140000;260.0700000;2142080
SBER;60;12/09/23;150000;259.8700000;1721140
SBER;60;12/09/23;160000;258.6100000;4582090
SBER;60;12/09/23;170000;259.1900000;1604150
SBER;60;12/09/23;180000;259.9900000;1430200
SBER;60;12/09/23;190000;260.7500000;2401590
SBER;60;12/09/23;200000;261.6700000;2293320
SBER;60;12/09/23;210000;261.9400000;1528160
SBER;60;12/09/23;220000;261.5000000;2314000
SBER;60;12/09/23;230000;262.0500000;1134390
SBER;60;13/09/23;000000;262.4000000;1550490
SBER;60;13/09/23;110000;261.1800000;5551070
SBER;60;13/09/23;120000;261.1900000;2530130
SBER;60;13/09/23;130000;260.7000000;2545470
SBER;60;13/09/23;140000;259.6500000;3708440
SBER;60;13/09/23;150000;259.8100000;2649140
SBER;60;13/09/23;160000;260.2000000;1595230
SBER;60;13/09/23;170000;259.2000000;2133290
SBER;60;13/09/23;180000;259.6200000;2169860
SBER;60;13/09/23;190000;259.4700000;1580930
SBER;60;13/09/23;200000;258.6800000;2144380
SBER;60;13/09/23;210000;259.0200000;432890
SBER;60;13/09/23;220000;259.1100000;478590
SBER;60;13/09/23;230000;257.8800000;1769190
SBER;60;14/09/23;000000;258.1800000;682710
SBER;60;14/09/23;110000;257.0500000;7491180
SBER;60;14/09/23;120000;256.9100000;5083720
SBER;60;14/09/23;130000;256.0000000;5872350
SBER;60;14/09/23;140000;257.1400000;4808530
SBER;60;14/09/23;150000;257.3000000;2549810
SBER;60;14/09/23;160000;257.2400000;2161460
SBER;60;14/09/23;170000;259.9200000;4920710
SBER;60;14/09/23;180000;259.2700000;4860690
SBER;60;14/09/23;190000;260.3800000;2960160
SBER;60;14/09/23;200000;260.2900000;2097520
SBER;60;14/09/23;210000;260.4700000;1092660
SBER;60;14/09/23;220000;260.0100000;1177650
SBER;60;14/09/23;230000;260.0400000;519370
SBER;60;15/09/23;000000;260.0000000;557910
SBER;60;15/09/23;110000;259.0900000;3928830
SBER;60;15/09/23;120000;259.6100000;3263710
SBER;60;15/09/23;130000;259.1500000;1801790
SBER;60;15/09/23;140000;260.8300000;14015990
SBER;60;15/09/23;150000;261.5200000;3465270
SBER;60;15/09/23;160000;260.8400000;2033550
SBER;60;15/09/23;170000;260.9500000;1354000
SBER;60;15/09/23;180000;260.2600000;1764070
SBER;60;15/09/23;190000;260.8900000;1565350
SBER;60;15/09/23;200000;260.7500000;596490
SBER;60;15/09/23;210000;260.9100000;464170
SBER;60;15/09/23;220000;260.8300000;284370
SBER;60;15/09/23;230000;260.7000000;439550
SBER;60;16/09/23;000000;260.8300000;478780
SBER;60;18/09/23;110000;261.6600000;5779560
SBER;60;18/09/23;120000;261.5200000;5457660
SBER;60;18/09/23;130000;260.0000000;3972770
SBER;60;18/09/23;140000;260.5400000;1571060
SBER;60;18/09/23;150000;259.6300000;1889380
SBER;60;18/09/23;160000;259.7500000;2255890
SBER;60;18/09/23;170000;260.5600000;1982780
SBER;60;18/09/23;180000;259.3800000;2007970
SBER;60;18/09/23;190000;259.9500000;1272970
SBER;60;18/09/23;200000;259.6000000;589200
SBER;60;18/09/23;210000;259.7300000;454610
SBER;60;18/09/23;220000;259.5500000;367050
SBER;60;18/09/23;230000;258.9500000;987400
SBER;60;19/09/23;000000;259.0700000;303200
SBER;60;19/09/23;110000;258.0800000;5181510
SBER;60;19/09/23;120000;257.2300000;6498810
SBER;60;19/09/23;130000;256.3000000;5412160
SBER;60;19/09/23;140000;256.4000000;8886960
SBER;60;19/09/23;150000;254.9500000;10077040
SBER;60;19/09/23;160000;252.5000000;18578240
SBER;60;19/09/23;170000;253.8400000;15367860
SBER;60;19/09/23;180000;252.4000000;7090710
SBER;60;19/09/23;190000;253.6000000;4571880
SBER;60;19/09/23;200000;253.7300000;1687720
SBER;60;19/09/23;210000;253.1200000;1593010
SBER;60;19/09/23;220000;252.6300000;1762310
SBER;60;19/09/23;230000;252.3300000;1145910
SBER;60;20/09/23;000000;252.7200000;1626160
SBER;60;20/09/23;110000;251.3500000;15620720
SBER;60;20/09/23;120000;252.9800000;14752990
SBER;60;20/09/23;130000;254.7000000;12716500
SBER;60;20/09/23;140000;253.5300000;4818140
SBER;60;20/09/23;150000;254.6200000;3748650
SBER;60;20/09/23;160000;254.4900000;2355640
SBER;60;20/09/23;170000;255.2800000;3015220
SBER;60;20/09/23;180000;254.2300000;2643440
SBER;60;20/09/23;190000;254.7200000;2095250
SBER;60;20/09/23;200000;254.6100000;1044660
SBER;60;20/09/23;210000;253.5900000;999180
SBER;60;20/09/23;220000;254.6900000;1470420
SBER;60;20/09/23;230000;253.9100000;544690
SBER;60;21/09/23;000000;253.7700000;785020
SBER;60;21/09/23;110000;251.5500000;10106450
SBER;60;21/09/23;120000;251.1500000;7587450
SBER;60;21/09/23;130000;251.9700000;4493630
SBER;60;21/09/23;140000;251.6500000;3428020
SBER;60;21/09/23;150000;251.1200000;2877860
SBER;60;21/09/23;160000;250.5200000;5271360
SBER;60;21/09/23;170000;251.9100000;5007400
SBER;60;21/09/23;180000;251.0700000;4690900
SBER;60;21/09/23;190000;250.8900000;9095370
SBER;60;21/09/23;200000;250.6700000;1977440
SBER;60;21/09/23;210000;250.2500000;700190
SBER;60;21/09/23;220000;250.5400000;809600
SBER;60;21/09/23;230000;250.0300000;1589740
SBER;60;22/09/23;000000;250.1600000;1219460
SBER;60;22/09/23;110000;251.3100000;13912700
SBER;60;22/09/23;120000;251.0400000;3347580
SBER;60;22/09/23;130000;251.7000000;2130590
SBER;60;22/09/23;140000;251.1100000;1841650
SBER;60;22/09/23;150000;251.9000000;2132870
SBER;60;22/09/23;160000;253.0200000;4131030
SBER;60;22/09/23;170000;252.7000000;4051480
SBER;60;22/09/23;180000;252.9700000;2447420
SBER;60;22/09/23;190000;252.1000000;2225970
SBER;60;22/09/23;200000;251.9300000;1456080
SBER;60;22/09/23;210000;252.3200000;620670
SBER;60;22/09/23;220000;252.0700000;482020
SBER;60;22/09/23;230000;251.9900000;707860
SBER;60;23/09/23;000000;251.9900000;918710
SBER;60;25/09/23;110000;250.8300000;6057620
SBER;60;25/09/23;120000;251.0600000;2265950
SBER;60;25/09/23;130000;250.6100000;4245030
SBER;60;25/09/23;140000;250.3700000;4330770
SBER;60;25/09/23;150000;251.0100000;2068990
SBER;60;25/09/23;160000;250.8800000;2254660
SBER;60;25/09/23;170000;251.1900000;1902190
SBER;60;25/09/23;180000;252.3900000;2523540
SBER;60;25/09/23;190000;253.0000000;3157590
SBER;60;25/09/23;200000;252.6000000;1258500
SBER;60;25/09/23;210000;252.7100000;872210
SBER;60;25/09/23;220000;252.5000000;347700
SBER;60;25/09/23;230000;252.4500000;236210
SBER;60;26/09/23;000000;252.6500000;313310
SBER;60;26/09/23;110000;253.0700000;4923880
SBER;60;26/09/23;120000;251.0500000;5820350
SBER;60;26/09/23;130000;251.8000000;1634470
SBER;60;26/09/23;140000;252.0000000;955740
SBER;60;26/09/23;150000;251.7900000;1672020
SBER;60;26/09/23;160000;252.2700000;1896720
SBER;60;26/09/23;170000;252.9000000;1885150
SBER;60;26/09/23;180000;256.0800000;13908980
SBER;60;26/09/23;190000;255.5100000;4956570
SBER;60;26/09/23;200000;256.3400000;1640730
SBER;60;26/09/23;210000;256.8600000;1189260
SBER;60;26/09/23;220000;256.0800000;1080870
SBER;60;26/09/23;230000;255.6600000;512030
SBER;60;27/09/23;000000;255.8700000;846400
SBER;60;27/09/23;110000;257.0300000;8191920
SBER;60;27/09/23;120000;256.6200000;2951600
SBER;60;27/09/23;130000;256.8700000;2136080
SBER;60;27/09/23;140000;256.7700000;1003810
SBER;60;27/09/23;150000;257.0300000;1012500
SBER;60;27/09/23;160000;256.7900000;1201250
SBER;60;27/09/23;170000;255.8800000;3380150
SBER;60;27/09/23;180000;255.3100000;4245730
SBER;60;27/09/23;190000;256.1600000;1111110
SBER;60;27/09/23;200000;255.2900000;1102740
SBER;60;27/09/23;210000;255.7000000;366190
SBER;60;27/09/23;220000;255.9400000;308890
SBER;60;27/09/23;230000;255.7500000;398870
SBER;60;28/09/23;000000;256.1000000;384890
SBER;60;28/09/23;110000;257.9100000;5907160
SBER;60;28/09/23;120000;257.0100000;4101610
SBER;60;28/09/23;130000;257.1000000;1557040
SBER;60;28/09/23;140000;257.9600000;3977560
SBER;60;28/09/23;150000;256.3500000;2707210
SBER;60;28/09/23;160000;256.2200000;2293010
SBER;60;28/09/23;170000;256.7600000;1072390
SBER;60;28/09/23;180000;256.7900000;497950
SBER;60;28/09/23;190000;257.6700000;1547120
SBER;60;28/09/23;200000;257.3300000;681620
SBER;60;28/09/23;210000;256.9500000;449040
SBER;60;28/09/23;220000;257.1200000;285030
SBER;60;28/09/23;230000;257.3900000;430870
SBER;60;29/09/23;000000;257.6700000;782290
SBER;60;29/09/23;110000;260.9600000;23669360
SBER;60;29/09/23;120000;261.9600000;10801650
SBER;60;29/09/23;130000;261.9600000;6072220
SBER;60;29/09/23;140000;261.6400000;2801690
SBER;60;29/09/23;150000;260.4800000;4841860
SBER;60;29/09/23;160000;260.0500000;3974840
SBER;60;29/09/23;170000;259.5900000;3916580
SBER;60;29/09/23;180000;260.8700000;3022700
SBER;60;29/09/23;190000;261.7000000;4215620
SBER;60;29/09/23;200000;261.3400000;1081470
SBER;60;29/09/23;210000;260.6200000;2483260
SBER;60;29/09/23;220000;260.8800000;360700
SBER;60;29/09/23;230000;260.8200000;454800
SBER;60;30/09/23;000000;260.7200000;806300
SBER;60;02/10/23;110000;260.6900000;6755640
SBER;60;02/10/23;120000;261.0300000;2210120
SBER;60;02/10/23;130000;261.2000000;2173090
SBER;60;02/10/23;140000;260.4100000;1867700
SBER;60;02/10/23;150000;259.8000000;2308990
SBER;60;02/10/23;160000;259.6000000;2340200
SBER;60;02/10/23;170000;258.5100000;5263310
SBER;60;02/10/23;180000;258.7600000;3762420
SBER;60;02/10/23;190000;258.0000000;3042170
SBER;60;02/10/23;200000;257.8100000;1962570
SBER;60;02/10/23;210000;258.0000000;1044600
SBER;60;02/10/23;220000;258.7400000;1160430
SBER;60;02/10/23;230000;258.4000000;887750
SBER;60;03/10/23;000000;258.9800000;668360
SBER;60;03/10/23;110000;258.0600000;4956920
SBER;60;03/10/23;120000;259.1500000;3131680
SBER;60;03/10/23;130000;258.4400000;1579890
SBER;60;03/10/23;140000;258.3300000;1898540
SBER;60;03/10/23;150000;259.3200000;1443180
SBER;60;03/10/23;160000;258.9200000;2220230
SBER;60;03/10/23;170000;259.8700000;3346860
SBER;60;03/10/23;180000;259.7900000;1406910
SBER;60;03/10/23;190000;259.8900000;1076520
SBER;60;03/10/23;200000;259.8000000;795480
SBER;60;03/10/23;210000;259.9800000;459290
SBER;60;03/10/23;220000;259.8500000;411540
SBER;60;03/10/23;230000;259.4600000;561230
SBER;60;04/10/23;000000;259.6500000;526880
SBER;60;04/10/23;110000;259.9500000;4089640
SBER;60;04/10/23;120000;259.4900000;1354360
SBER;60;04/10/23;130000;259.0300000;1349060
SBER;60;04/10/23;140000;259.4000000;1208900
SBER;60;04/10/23;150000;259.0100000;1086720
SBER;60;04/10/23;160000;259.6200000;1430740
SBER;60;04/10/23;170000;259.2500000;904520
SBER;60;04/10/23;180000;258.5700000;1427440
SBER;60;04/10/23;190000;259.6800000;2051190
SBER;60;04/10/23;200000;259.0000000;1161720
SBER;60;04/10/23;210000;259.6000000;747900
SBER;60;04/10/23;220000;259.7900000;686840
SBER;60;04/10/23;230000;259.3900000;575860
SBER;60;05/10/23;000000;259.5300000;436000
SBER;60;05/10/23;110000;260.3900000;6889980
SBER;60;05/10/23;120000;260.2500000;2530290
SBER;60;05/10/23;130000;259.8000000;1946910
SBER;60;05/10/23;140000;259.7400000;2105420
SBER;60;05/10/23;150000;260.1300000;1125400
SBER;60;05/10/23;160000;259.8100000;1348950
SBER;60;05/10/23;170000;259.8900000;1589480
SBER;60;05/10/23;180000;259.5200000;1427390
SBER;60;05/10/23;190000;259.0500000;1058400
SBER;60;05/10/23;200000;259.5000000;677580
SBER;60;05/10/23;210000;259.1600000;473770
SBER;60;05/10/23;220000;259.0300000;1493010
SBER;60;05/10/23;230000;259.1100000;283910
SBER;60;06/10/23;000000;259.3800000;304070
SBER;60;06/10/23;110000;258.7300000;2051080
SBER;60;06/10/23;120000;258.1500000;3974440
SBER;60;06/10/23;130000;258.0500000;1447690
SBER;60;06/10/23;140000;258.5600000;934330
SBER;60;06/10/23;150000;259.1100000;1801700
SBER;60;06/10/23;160000;259.6700000;1470870
SBER;60;06/10/23;170000;259.4600000;1786930
SBER;60;06/10/23;180000;260.0000000;1730830
SBER;60;06/10/23;190000;260.4200000;1853470
SBER;60;06/10/23;200000;262.8600000;7902350
SBER;60;06/10/23;210000;262.4700000;3380330
SBER;60;06/10/23;220000;262.6700000;1268140
SBER;60;06/10/23;230000;262.4100000;962380
SBER;60;07/10/23;000000;262.9300000;1415690
SBER;60;09/10/23;110000;265.2000000;14478000
SBER;60;09/10/23;120000;265.3800000;5179560
SBER;60;09/10/23;130000;264.8200000;4104830
SBER;60;09/10/23;140000;265.5100000;2189000
SBER;60;09/10/23;150000;265.4400000;3102040
SBER;60;09/10/23;160000;264.9900000;2849540
SBER;60;09/10/23;170000;264.7000000;3357110
SBER;60;09/10/23;180000;264.2000000;3108780
SBER;60;09/10/23;190000;264.2000000;2291120
SBER;60;09/10/23;200000;264.4300000;930000
SBER;60;09/10/23;210000;264.8700000;715060
SBER;60;09/10/23;220000;264.7900000;475480
SBER;60;09/10/23;230000;265.5100000;1775940
SBER;60;10/10/23;000000;265.2500000;633140
SBER;60;10/10/23;110000;263.8200000;7106910
SBER;60;10/10/23;120000;263.3800000;5009850
SBER;60;10/10/23;130000;263.8600000;2054260
SBER;60;10/10/23;140000;264.2200000;1729310
SBER;60;10/10/23;150000;264.7000000;2294270
SBER;60;10/10/23;160000;264.5800000;1164580
SBER;60;10/10/23;170000;263.8200000;1371550
SBER;60;10/10/23;180000;264.7300000;1568550
SBER;60;10/10/23;190000;264.7000000;1499290
SBER;60;10/10/23;200000;263.5000000;7113590
SBER;60;10/10/23;210000;263.1500000;1114650
SBER;60;10/10/23;220000;263.3900000;286280
SBER;60;10/10/23;230000;263.3800000;639980
SBER;60;11/10/23;000000;263.0000000;791020
SBER;60;11/10/23;110000;262.3500000;5865860
SBER;60;11/10/23;120000;263.7900000;2722430
SBER;60;11/10/23;130000;263.2700000;1570070
SBER;60;11/10/23;140000;263.0000000;1680850
SBER;60;11/10/23;150000;262.8900000;970060
SBER;60;11/10/23;160000;262.8600000;982320
SBER;60;11/10/23;170000;263.2300000;1428230
SBER;60;11/10/23;180000;263.6700000;2167530
SBER;60;11/10/23;190000;263.4900000;1608960
SBER;60;11/10/23;200000;263.1200000;517450
SBER;60;11/10/23;210000;263.4100000;771870
SBER;60;11/10/23;220000;263.3500000;321420
SBER;60;11/10/23;230000;261.7200000;4933480
SBER;60;12/10/23;000000;260.2100000;3899820
SBER;60;12/10/23;110000;261.7100000;6122970
SBER;60;12/10/23;120000;262.5900000;3179690
SBER;60;12/10/23;130000;261.6000000;2115210
SBER;60;12/10/23;140000;261.9400000;2176330
SBER;60;12/10/23;150000;262.1600000;1142600
SBER;60;12/10/23;160000;262.4500000;1054450
SBER;60;12/10/23;170000;263.7700000;4005970
SBER;60;12/10/23;180000;263.9700000;1927480
SBER;60;12/10/23;190000;263.6300000;2099790
SBER;60;12/10/23;200000;263.3400000;654130
SBER;60;12/10/23;210000;263.2300000;674650
SBER;60;12/10/23;220000;264.1900000;816280
SBER;60;12/10/23;230000;263.7000000;421220
SBER;60;13/10/23;000000;264.5000000;1030740
SBER;60;13/10/23;110000;263.7300000;4372790
SBER;60;13/10/23;120000;263.6600000;1473940
SBER;60;13/10/23;130000;263.3100000;1229210
SBER;60;13/10/23;140000;263.3700000;1715910
SBER;60;13/10/23;150000;263.8900000;749860
SBER;60;13/10/23;160000;263.8600000;1776220
SBER;60;13/10/23;170000;263.4600000;2024220
SBER;60;13/10/23;180000;263.3700000;1367100
SBER;60;13/10/23;190000;263.7000000;954310
SBER;60;13/10/23;200000;263.4700000;1076250
SBER;60;13/10/23;210000;263.2700000;510510
SBER;60;13/10/23;220000;263.2600000;323100
SBER;60;13/10/23;230000;263.4400000;261060
SBER;60;14/10/23;000000;263.5100000;517050
SBER;60;16/10/23;110000;265.9900000;12150970
SBER;60;16/10/23;120000;265.8400000;5548520
SBER;60;16/10/23;130000;265.7300000;1621810
SBER;60;16/10/23;140000;265.8500000;1611490
SBER;60;16/10/23;150000;266.0000000;2477440
SBER;60;16/10/23;160000;267.5400000;7399420
SBER;60;16/10/23;170000;267.9600000;6208600
SBER;60;16/10/23;180000;268.7500000;4539260
SBER;60;16/10/23;190000;268.0000000;6732440
SBER;60;16/10/23;200000;268.0400000;2251400
SBER;60;16/10/23;210000;268.1300000;780510
SBER;60;16/10/23;220000;267.9400000;917860
SBER;60;16/10/23;230000;268.2400000;687990
SBER;60;17/10/23;000000;268.1500000;750000
SBER;60;17/10/23;110000;267.8000000;8598050
SBER;60;17/10/23;120000;270.3200000;9554320
SBER;60;17/10/23;130000;270.9100000;10983760
SBER;60;17/10/23;140000;271.0100000;3331120
SBER;60;17/10/23;150000;270.9000000;4927830
SBER;60;17/10/23;160000;270.3700000;5320730
SBER;60;17/10/23;170000;270.7800000;2334400
SBER;60;17/10/23;180000;270.8900000;1602640
SBER;60;17/10/23;190000;270.4600000;1360000
SBER;60;17/10/23;200000;270.6600000;633190
SBER;60;17/10/23;210000;270.8900000;340840
SBER;60;17/10/23;220000;270.7700000;331040
SBER;60;17/10/23;230000;270.5300000;620720
SBER;60;18/10/23;000000;270.0000000;1169020
SBER;60;18/10/23;110000;269.6700000;8186910
SBER;60;18/10/23;120000;269.1700000;5201980
SBER;60;18/10/23;130000;269.8200000;3012170
SBER;60;18/10/23;140000;269.4800000;1841180
SBER;60;18/10/23;150000;269.4700000;1361460
SBER;60;18/10/23;160000;268.1200000;4123570
SBER;60;18/10/23;170000;267.6700000;9382160
SBER;60;18/10/23;180000;267.9900000;2497640
SBER;60;18/10/23;190000;268.4000000;2035950
SBER;60;18/10/23;200000;268.1200000;885850
SBER;60;18/10/23;210000;268.0800000;493260
SBER;60;18/10/23;220000;268.0600000;381350
SBER;60;18/10/23;230000;268.1400000;307920
SBER;60;19/10/23;000000;267.9000000;538240
SBER;60;19/10/23;110000;267.1400000;3134380
SBER;60;19/10/23;120000;267.1200000;4175050
SBER;60;19/10/23;130000;267.3700000;2193200
SBER;60;19/10/23;140000;268.7500000;3065520
SBER;60;19/10/23;150000;268.8000000;1909090
SBER;60;19/10/23;160000;270.8700000;5483340
SBER;60;19/10/23;170000;270.3500000;3253260
SBER;60;19/10/23;180000;268.9800000;3378140
SBER;60;19/10/23;190000;268.6700000;2308140
SBER;60;19/10/23;200000;268.8000000;1229500
SBER;60;19/10/23;210000;268.4100000;1519020
SBER;60;19/10/23;220000;268.3100000;470300
SBER;60;19/10/23;230000;268.2900000;818810
SBER;60;20/10/23;000000;268.6500000;529180
SBER;60;20/10/23;110000;267.5100000;4517550
SBER;60;20/10/23;120000;267.5300000;2904530
SBER;60;20/10/23;130000;267.6300000;3189290
SBER;60;20/10/23;140000;269.1800000;5796910
SBER;60;20/10/23;150000;268.4700000;3216090
SBER;60;20/10/23;160000;269.4300000;1828930
SBER;60;20/10/23;170000;269.2700000;1215230
SBER;60;20/10/23;180000;269.6000000;2410720
SBER;60;20/10/23;190000;269.9000000;2863590
SBER;60;20/10/23;200000;269.6300000;1309550
SBER;60;20/10/23;210000;269.6800000;539620
SBER;60;20/10/23;220000;269.3400000;918200
SBER;60;20/10/23;230000;269.8900000;1044750
SBER;60;21/10/23;000000;269.8000000;1096830
SBER;60;23/10/23;110000;272.7900000;19517530
SBER;60;23/10/23;120000;271.9300000;18212060
SBER;60;23/10/23;130000;271.7000000;5248960
SBER;60;23/10/23;140000;271.0000000;3431190
SBER;60;23/10/23;150000;271.1900000;2078120
SBER;60;23/10/23;160000;271.1900000;1822830
SBER;60;23/10/23;170000;270.4800000;2857660
SBER;60;23/10/23;180000;270.6600000;1162610
SBER;60;23/10/23;190000;270.9000000;2492900
SBER;60;23/10/23;200000;270.7700000;1131340
SBER;60;23/10/23;210000;270.8000000;508720
SBER;60;23/10/23;220000;270.8800000;864610
SBER;60;23/10/23;230000;269.8500000;1903990
SBER;60;24/10/23;000000;270.1000000;1069320
SBER;60;24/10/23;110000;271.2000000;7492060
SBER;60;24/10/23;120000;271.6900000;3615530
SBER;60;24/10/23;130000;270.9900000;3339640
SBER;60;24/10/23;140000;271.0700000;1572780
SBER;60;24/10/23;150000;270.9000000;1044050
SBER;60;24/10/23;160000;270.6000000;3014190
SBER;60;24/10/23;170000;270.5200000;977770
SBER;60;24/10/23;180000;271.1800000;1660730
SBER;60;24/10/23;190000;270.4900000;1497350
SBER;60;24/10/23;200000;270.6000000;1420630
SBER;60;24/10/23;210000;270.7700000;592710
SBER;60;24/10/23;220000;271.1300000;502390
SBER;60;24/10/23;230000;271.3400000;719720
SBER;60;25/10/23;000000;271.2700000;525700
SBER;60;25/10/23;110000;270.7500000;3118900
SBER;60;25/10/23;120000;272.0000000;6483510
SBER;60;25/10/23;130000;271.9200000;3257860
SBER;60;25/10/23;140000;271.8500000;2191500
SBER;60;25/10/23;150000;272.4600000;1719680
SBER;60;25/10/23;160000;272.4500000;2862120
SBER;60;25/10/23;170000;272.8200000;3404710
SBER;60;25/10/23;180000;274.1500000;6228560
SBER;60;25/10/23;190000;273.7200000;7319100
SBER;60;25/10/23;200000;274.0000000;2168760
SBER;60;25/10/23;210000;273.8300000;958010
SBER;60;25/10/23;220000;273.7300000;797570
SBER;60;25/10/23;230000;273.8200000;799830
SBER;60;26/10/23;000000;273.7300000;453950
